,race_ethnicity,crime_class,crime_type,crime_subtype,release_type,super_dist,recidivist,target_pop,sex,age_number
15072,White,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,No,Male,40.0
15073,White,D Felony,Violent,Sex,Parole Granted,5JD,No,Yes,Male,20.0
15074,White,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,30.0
15075,Black,D Felony,Violent,Assault,Parole Granted,3JD,No,Yes,Male,30.0
15076,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,70.0
15077,White,Felony - Enhanced,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,70.0
15078,White,D Felony,Violent,Assault,Parole Granted,5JD,Yes,Yes,Male,20.0
15079,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,1JD,No,Yes,Male,70.0
15080,White,C Felony,Property,Theft,Parole Granted,6JD,No,Yes,Female,40.0
15081,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
15082,White,C Felony,Property,Theft,Parole Granted,1JD,No,Yes,Female,30.0
15083,White,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Male,30.0
15084,White,D Felony,Property,Forgery/Fraud,Parole Granted,7JD,No,Yes,Male,30.0
15085,White,Aggravated Misdemeanor,Drug,Drug Possession,Parole Granted,2JD,No,Yes,Male,30.0
15086,Black,B Felony,Drug,Trafficking,Parole Granted,,No,Yes,Male,30.0
15087,Black,C Felony,Property,Theft,Parole Granted,5JD,No,Yes,Male,70.0
15088,Hispanic,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15089,Hispanic,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15090,White,C Felony,Violent,Robbery,Parole Granted,5JD,Yes,Yes,Female,30.0
15091,White,D Felony,Property,Vandalism,Discharged - Expiration of Sentence,,No,No,Male,50.0
15092,White,C Felony,Property,Arson,Parole Granted,7JD,No,Yes,Male,20.0
15093,Black,C Felony,Property,Theft,Parole Granted,6JD,Yes,Yes,Male,20.0
15094,American Native,C Felony,Property,Burglary,Parole Granted,3JD,Yes,Yes,Male,30.0
15095,Black,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,,No,No,Male,30.0
15096,Black,D Felony,Public Order,Weapons,Discharged - Expiration of Sentence,,No,No,Male,30.0
15097,Asian or Pacific Islander,D Felony,Violent,Murder/Manslaughter,Parole Granted,2JD,No,Yes,Male,30.0
15098,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Male,50.0
15099,Black,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,50.0
15100,Hispanic,C Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Male,30.0
15101,White,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Yes,Male,30.0
15102,White,Aggravated Misdemeanor,Violent,Assault,Parole Granted,2JD,No,Yes,Male,30.0
15103,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,No,Yes,Male,70.0
15104,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,No,Yes,Male,70.0
15105,White,C Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Female,40.0
15106,White,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,40.0
15107,Black,C Felony,Property,Theft,Parole Granted,1JD,Yes,Yes,Male,50.0
15108,Black,C Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15109,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,No,Female,20.0
15110,Black,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male,40.0
15111,Black,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male,40.0
15112,Black,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male,40.0
15113,Black,D Felony,Drug,Drug Possession,Parole Granted,1JD,No,Yes,Male,40.0
15114,American Native,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,No,Male,40.0
15115,Black,C Felony,Drug,Trafficking,Parole Granted,6JD,No,Yes,Male,30.0
15116,White,Aggravated Misdemeanor,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male,20.0
15117,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15118,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15119,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15120,White,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,50.0
15121,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,Yes,Female,30.0
15122,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,Yes,Female,30.0
15123,Black,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,6JD,Yes,Yes,Male,30.0
15124,White,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Female,40.0
15125,Black,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,50.0
15126,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,6JD,No,Yes,Female,50.0
15127,White,D Felony,Property,Burglary,Parole Granted,3JD,Yes,Yes,Male,30.0
15128,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female,40.0
15129,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female,40.0
15130,White,C Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female,40.0
15131,White,C Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Female,30.0
15132,White,C Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Female,30.0
15133,White,C Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Female,30.0
15134,Hispanic,D Felony,Drug,Trafficking,Parole Granted,2JD,No,Yes,Male,30.0
15135,White,C Felony,Property,Burglary,Parole Granted,,Yes,Yes,Male,20.0
15136,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
15137,Black,D Felony,Public Order,Other Public Order,Paroled w/Immediate Discharge,,No,Yes,Male,40.0
15138,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female,30.0
15139,White,D Felony,Property,Burglary,Paroled to Detainer - Iowa,2JD,Yes,Yes,Male,20.0
15140,White,D Felony,Property,Burglary,Parole Granted,2JD,Yes,Yes,Male,50.0
15141,Black,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,No,Male,50.0
15142,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,20.0
15143,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Female,20.0
15144,White,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Female,50.0
15145,White,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male,30.0
15146,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female,40.0
15147,White,D Felony,Other,Other Criminal,Parole Granted,7JD,Yes,Yes,Male,40.0
15148,White,D Felony,Property,Theft,Parole Granted,6JD,Yes,Yes,Male,30.0
15149,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,6JD,Yes,Yes,Male,30.0
15150,Hispanic,Serious Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15151,White,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,40.0
15152,Hispanic,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
15153,White,D Felony,Public Order,OWI,Parole Granted,8JD,Yes,Yes,Male,40.0
15154,Hispanic,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,20.0
15155,Asian or Pacific Islander,D Felony,Property,Forgery/Fraud,Discharged - Expiration of Sentence,,No,No,Male,30.0
15156,Hispanic,C Felony,Violent,Assault,Parole Granted,2JD,Yes,Yes,Male,20.0
15157,White,Aggravated Misdemeanor,Public Order,Traffic,Parole Granted,5JD,No,Yes,Female,40.0
15158,Black,C Felony,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male,40.0
15159,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male,50.0
15160,White,C Felony,Violent,Sex,Released to Special Sentence,2JD,No,Yes,Male,70.0
15161,Black,C Felony,Violent,Other Violent,Parole Granted,3JD,No,Yes,Male,20.0
15162,White,Felony - Enhanced,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Male,50.0
15163,White,D Felony,Property,Vandalism,Paroled to Detainer - Out of State,,No,Yes,Male,20.0
15164,White,C Felony,Violent,Assault,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15165,White,Sex Offender,Violent,Sex,Released to Special Sentence,4JD,Yes,Yes,Male,40.0
15166,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Female,40.0
15167,Hispanic,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male,20.0
15168,White,Aggravated Misdemeanor,Violent,Assault,Paroled w/Immediate Discharge,2JD,No,Yes,Male,30.0
15169,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male,40.0
15170,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,No,Yes,Male,40.0
15171,White,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,30.0
15172,White,D Felony,Drug,Other Drug,Parole Granted,5JD,Yes,Yes,Male,30.0
15173,White,D Felony,Drug,Drug Possession,Parole Granted,1JD,Yes,Yes,Male,30.0
15174,White,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male,20.0
15175,White,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male,20.0
15176,White,C Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male,20.0
15177,Black,B Felony,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male,30.0
15178,White,Aggravated Misdemeanor,Public Order,Other Public Order,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
15179,White,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,30.0
15180,White,B Felony,Drug,Trafficking,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,30.0
15181,White,D Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,30.0
15182,Black,C Felony,Other,Other Violent,Parole Granted,5JD,Yes,Yes,Male,20.0
15183,White,Aggravated Misdemeanor,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Male,30.0
15184,White,D Felony,Public Order,Weapons,Parole Granted,5JD,Yes,Yes,Male,30.0
15185,Hispanic,C Felony,Drug,Trafficking,Parole Granted,7JD,No,Yes,Male,40.0
15186,Hispanic,D Felony,Drug,Trafficking,Parole Granted,3JD,No,Yes,Female,50.0
15187,Black,C Felony,Property,Theft,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
15188,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,3JD,Yes,Yes,Male,40.0
15189,White,C Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Male,50.0
15190,White,C Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Male,50.0
15191,White,C Felony,Drug,Trafficking,Parole Granted,4JD,No,Yes,Male,50.0
15192,White,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,2JD,No,Yes,Male,70.0
15193,White,D Felony,Public Order,OWI,Parole Granted,5JD,Yes,Yes,Male,30.0
15194,White,C Felony,Property,Vandalism,Parole Granted,5JD,Yes,Yes,Male,20.0
15195,Hispanic,B Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,40.0
15196,White,D Felony,Property,Theft,Parole Granted,6JD,No,Yes,Male,40.0
15197,White,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,3JD,Yes,Yes,Male,20.0
15198,Black,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,,No,Yes,Male,40.0
15199,Black,C Felony,Violent,Robbery,Parole Granted,1JD,No,Yes,Male,50.0
15200,White,B Felony,Violent,Sex,Discharged - Expiration of Sentence,,No,No,Male,70.0
15201,White,D Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,30.0
15202,Black,Aggravated Misdemeanor,Property,Burglary,Parole Granted,2JD,No,Yes,Male,20.0
15203,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,20.0
15204,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,Yes,Female,50.0
15205,White,C Felony,Violent,Robbery,Parole Granted,4JD,No,Yes,Male,70.0
15206,White,C Felony,Drug,Trafficking,Parole Granted,7JD,Yes,Yes,Female,30.0
15207,White,B Felony,Other,Other Criminal,Parole Granted,,No,Yes,Male,70.0
15208,Black,C Felony,Drug,Trafficking,Parole Granted,2JD,Yes,Yes,Male,30.0
15209,White,C Felony,Property,Arson,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
15210,White,Aggravated Misdemeanor,Violent,Sex,Released to Special Sentence,,No,Yes,Male,40.0
15211,White,C Felony,Property,Theft,Parole Granted,5JD,Yes,Yes,Male,20.0
15212,White,D Felony,Violent,Assault,Parole Granted,3JD,Yes,Yes,Male,20.0
15213,Black,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,20.0
15214,Black,C Felony,Property,Theft,Paroled to Detainer - Out of State,,No,Yes,Male,30.0
15215,White,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,Yes,No,Male,50.0
15216,Black,C Felony,Property,Theft,Parole Granted,2JD,Yes,Yes,Male,30.0
15217,White,D Felony,Other,Other Criminal,Discharged - Expiration of Sentence,,No,No,Female,30.0
15218,Black,D Felony,Property,Forgery/Fraud,Parole Granted,5JD,No,Yes,Female,70.0
15219,Black,C Felony,Violent,Murder/Manslaughter,Parole Granted,,No,Yes,Male,40.0
15220,Black,C Felony,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,30.0
15221,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15222,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15223,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15224,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15225,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15226,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15227,White,C Felony,Drug,Trafficking,Parole Granted,5JD,No,Yes,Male,30.0
15228,Hispanic,Aggravated Misdemeanor,Public Order,Traffic,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15229,Asian or Pacific Islander,C Felony,Property,Arson,Paroled to Detainer - INS,,No,Yes,Male,40.0
15230,Black,Felony - Enhanced,Drug,Trafficking,Parole Granted,1JD,Yes,Yes,Male,30.0
15231,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,No,No,Female,30.0
15232,Hispanic,C Felony,Violent,Sex,Paroled to Detainer - INS,,No,Yes,Male,20.0
15233,Hispanic,C Felony,Violent,Sex,Paroled to Detainer - INS,,No,Yes,Male,20.0
15234,Hispanic,C Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No,Male,30.0
15235,Hispanic,D Felony,Property,Burglary,Parole Granted,7JD,No,Yes,Male,50.0
15236,White,C Felony,Property,Burglary,Parole Granted,5JD,Yes,Yes,Male,30.0
15237,Black,D Felony,Drug,Trafficking,Parole Granted,6JD,No,Yes,Male,40.0
15238,White,D Felony,Violent,Other Violent,Parole Granted,5JD,No,Yes,Male,70.0
15239,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
15240,White,C Felony,Property,Burglary,Parole Granted,1JD,Yes,Yes,Male,30.0
15241,White,D Felony,Violent,Assault,Parole Granted,5JD,Yes,Yes,Male,30.0
15242,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
15243,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
15244,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
15245,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
15246,White,D Felony,Violent,Assault,Parole Granted,5JD,No,Yes,Male,40.0
15247,Black,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male,40.0
15248,Black,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
15249,White,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,2JD,Yes,Yes,Male,20.0
15250,White,D Felony,Property,Burglary,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15251,White,C Felony,Violent,Sex,Parole Granted,1JD,No,Yes,Male,40.0
15252,Black,Aggravated Misdemeanor,Public Order,Weapons,Paroled w/Immediate Discharge,5JD,No,Yes,Male,20.0
15253,White,C Felony,Property,Theft,Parole Granted,5JD,No,Yes,Female,40.0
15254,American Native,Aggravated Misdemeanor,Violent,Other Violent,Discharged - Expiration of Sentence,,No,No,Male,40.0
15255,White,Aggravated Misdemeanor,Property,Theft,Paroled to Detainer - U.S. Marshall,,No,Yes,Male,30.0
15256,Hispanic,Felony - Enhanced,Other,Other Criminal,Paroled to Detainer - INS,,No,Yes,Male,30.0
15257,White,B Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Male,40.0
15258,White,C Felony,Drug,Trafficking,Parole Granted,5JD,Yes,Yes,Female,30.0
15259,White,B Felony,Violent,Kidnap,Parole Granted,2JD,No,Yes,Male,50.0
15260,White,D Felony,Drug,Drug Possession,Parole Granted,5JD,Yes,Yes,Male,50.0
15261,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,5JD,Yes,Yes,Male,40.0
15262,Hispanic,D Felony,Drug,Other Drug,Parole Granted,2JD,No,Yes,Male,20.0
15263,White,Felony - Enhanced,Other,Other Criminal,Parole Granted,8JD,Yes,Yes,Female,40.0
15264,Black,Felony - Enhanced,Other,Other Criminal,Parole Granted,1JD,Yes,Yes,Male,40.0
15265,Hispanic,D Felony,Property,Theft,Discharged - Expiration of Sentence,,Yes,No,Male,20.0
15266,White,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No,Female,40.0
15267,White,D Felony,Property,Theft,Discharged - Expiration of Sentence,,No,No,Female,40.0
15268,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,2JD,Yes,Yes,Male,50.0
15269,Black,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male,30.0
15270,Black,D Felony,Property,Burglary,Parole Granted,5JD,No,Yes,Male,30.0
15271,Black,Aggravated Misdemeanor,Property,Theft,Parole Granted,1JD,Yes,Yes,Male,40.0
15272,Black,D Felony,Property,Theft,Parole Granted,,No,Yes,Male,20.0
15273,Black,D Felony,Public Order,Weapons,Parole Granted,1JD,Yes,Yes,Male,20.0
15274,White,Aggravated Misdemeanor,Other,Other Criminal,Released to Special Sentence,5JD,Yes,Yes,Male,70.0
15275,Black,D Felony,Drug,Drug Possession,Discharged - Expiration of Sentence,,No,No,Male,40.0
15276,Black,D Felony,Property,Theft,Parole Granted,1JD,No,Yes,Female,30.0
15277,White,Aggravated Misdemeanor,Property,Theft,Parole Granted,5JD,Yes,Yes,Male,20.0
15278,Hispanic,D Felony,Public Order,Other Public Order,Discharged - Expiration of Sentence,,No,No,Male,30.0
15279,White,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,8JD,Yes,Yes,Male,40.0
15280,White,Aggravated Misdemeanor,Property,Vandalism,Parole Granted,8JD,Yes,Yes,Male,50.0
15281,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15282,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15283,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15284,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15285,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15286,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15287,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15288,Black,D Felony,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,30.0
15289,Black,D Felony,Drug,Trafficking,Parole Granted,8JD,No,Yes,Male,20.0
15290,Hispanic,Aggravated Misdemeanor,Public Order,Alcohol,Parole Granted,2JD,No,Yes,Male,30.0
15291,Black,Serious Misdemeanor,Violent,Assault,Parole Granted,5JD,Yes,Yes,Male,50.0
15292,White,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male,30.0
15293,White,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male,30.0
15294,White,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male,30.0
15295,White,D Felony,Public Order,OWI,Parole Granted,2JD,No,Yes,Male,30.0
15296,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,Yes,No,Male,30.0
15297,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,50.0
15298,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,50.0
15299,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,50.0
15300,White,D Felony,Drug,Trafficking,Discharged - Expiration of Sentence,,No,No,Male,50.0
15301,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
15302,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
15303,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
15304,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
15305,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
15306,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
15307,White,Aggravated Misdemeanor,Violent,Assault,Discharged - Expiration of Sentence,,No,No,Male,40.0
